
 	 2020-09-03 23:22:13,399 	 INFO 	 JobsProvisioner [main] 	 CallId: 7090693264  Duration: 18.3 minutes
 	 2020-09-03 23:33:03,806 	 INFO 	 JobsProvisioner [main] 	 CallId: 352796431  Duration: 7.7 minutes

 	 2020-09-03 23:33:03,806 	 INFO 	 JobsProvisioner [main] 	 CallId: 9233046132  Duration: 9.1 minutes

 	 2020-09-03 23:33:03,807 	 INFO 	 JobsProvisioner [main] 	 CallId: 7090693264  Duration: 18.3 minutes

 	 2020-09-03 23:33:03,807 	 INFO 	 JobsProvisioner [main] 	 CallId: 3410769998  Duration: 5.7 minutes

 	 2020-09-03 23:33:03,807 	 INFO 	 JobsProvisioner [main] 	 CallId: 9964150333  Duration: 6.4 minutes

 	 2020-09-03 23:33:03,807 	 INFO 	 JobsProvisioner [main] 	 CallId: 5294033056  Duration: 2.3 minutes

 	 2020-09-03 23:33:03,807 	 INFO 	 JobsProvisioner [main] 	 CallId: 6914024835  Duration: 7.7 minutes

 	 2020-09-03 23:34:03,933 	 INFO 	 JobsProvisioner [main] 	 CallId: 9164170339  Duration: 8.4 minutes

 	 2020-09-03 23:34:03,933 	 INFO 	 JobsProvisioner [main] 	 CallId: 4613930027  Duration: 11.4 minutes

 	 2020-09-04 00:01:01,963 	 INFO 	 JobsProvisioner [main] 	 CallId: 3041793964  Duration: 5.3 minutes

 	 2020-09-04 00:01:01,968 	 INFO 	 JobsProvisioner [main] 	 CallId: 95693464  Duration: 3.8 minutes

 	 2020-09-04 00:01:01,968 	 INFO 	 JobsProvisioner [main] 	 CallId: 6136903634  Duration: 8.3 minutes

 	 2020-09-04 00:01:01,968 	 INFO 	 JobsProvisioner [main] 	 CallId: 9423046113  Duration: 9.8 minutes

 	 2020-09-04 00:01:01,969 	 INFO 	 JobsProvisioner [main] 	 CallId: 1609213034  Duration: 5.0 minutes

 	 2020-09-04 00:01:01,969 	 INFO 	 JobsProvisioner [main] 	 CallId: 3237611409  Duration: 6.8 minutes

 	 2020-09-04 00:01:01,969 	 INFO 	 JobsProvisioner [main] 	 CallId: 1294383016  Duration: 9.7 minutes

 	 2020-09-04 00:01:01,969 	 INFO 	 JobsProvisioner [main] 	 CallId: 2924933016  Duration: 8.9 minutes

 	 2020-09-04 00:01:01,970 	 INFO 	 JobsProvisioner [main] 	 CallId: 183596431  Duration: 6.5 minutes

 	 2020-09-04 00:01:01,970 	 INFO 	 JobsProvisioner [main] 	 CallId: 3230618409  Duration: 7.7 minutes

 	 2020-09-04 00:01:01,970 	 INFO 	 JobsProvisioner [main] 	 CallId: 1839063458  Duration: 7.8 minutes

 	 2020-09-04 00:01:01,970 	 INFO 	 JobsProvisioner [main] 	 CallId: 4497161330  Duration: 6.3 minutes

 	 2020-09-04 00:01:01,970 	 INFO 	 JobsProvisioner [main] 	 CallId: 4613913044  Duration: 8.7 minutes

 	 2020-09-04 00:01:01,970 	 INFO 	 JobsProvisioner [main] 	 CallId: 7494161330  Duration: 24.9 minutes

 	 2020-09-04 00:01:01,971 	 INFO 	 JobsProvisioner [main] 	 CallId: 6912034836  Duration: 5.0 minutes

 	 2020-09-04 00:01:01,971 	 INFO 	 JobsProvisioner [main] 	 CallId: 4613903081  Duration: 8.8 minutes

 	 2020-09-04 00:01:01,971 	 INFO 	 JobsProvisioner [main] 	 CallId: 1194373036  Duration: 7.2 minutes

 	 2020-09-04 00:01:01,971 	 INFO 	 JobsProvisioner [main] 	 CallId: 703796431  Duration: 7.5 minutes

 	 2020-09-04 00:01:01,972 	 INFO 	 JobsProvisioner [main] 	 CallId: 6918034137  Duration: 6.3 minutes

 	 2020-09-04 00:01:01,972 	 INFO 	 JobsProvisioner [main] 	 CallId: 673196431  Duration: 8.7 minutes

 	 2020-09-04 00:01:57,087 	 INFO 	 JobsProvisioner [main] 	 CallId: 3041793964  Duration: 5.3 minutes

 	 2020-09-04 00:02:29,824 	 INFO 	 JobsProvisioner [main] 	 CallId: 4136909234  Duration: 7.3 minutes

 	 2020-09-04 00:02:29,825 	 INFO 	 JobsProvisioner [main] 	 CallId: 3396461507  Duration: 8.5 minutes

 	 2020-09-04 00:02:29,825 	 INFO 	 JobsProvisioner [main] 	 CallId: 8993038461  Duration: 9.1 minutes

 	 2020-09-04 00:02:29,825 	 INFO 	 JobsProvisioner [main] 	 CallId: 5490167330  Duration: 5.8 minutes

 	 2020-09-04 00:02:29,825 	 INFO 	 JobsProvisioner [main] 	 CallId: 6964133016  Duration: 8.1 minutes

 	 2020-09-04 00:02:29,825 	 INFO 	 JobsProvisioner [main] 	 CallId: 3398461604  Duration: 8.6 minutes

 	 2020-09-04 00:02:29,826 	 INFO 	 JobsProvisioner [main] 	 CallId: 263696431  Duration: 7.2 minutes

 	 2020-09-04 00:02:29,826 	 INFO 	 JobsProvisioner [main] 	 CallId: 2934833016  Duration: 7.6 minutes

 	 2020-09-04 00:02:29,826 	 INFO 	 JobsProvisioner [main] 	 CallId: 6919034631  Duration: 9.3 minutes

 	 2020-09-04 00:02:29,826 	 INFO 	 JobsProvisioner [main] 	 CallId: 7914533016  Duration: 9.5 minutes

 	 2020-09-04 00:02:29,826 	 INFO 	 JobsProvisioner [main] 	 CallId: 9513046113  Duration: 5.3 minutes

 	 2020-09-04 00:02:29,827 	 INFO 	 JobsProvisioner [main] 	 CallId: 4613903054  Duration: 7.5 minutes

 	 2020-09-04 00:02:29,827 	 INFO 	 JobsProvisioner [main] 	 CallId: 4613913044  Duration: 8.7 minutes

 	 2020-09-04 00:02:29,827 	 INFO 	 JobsProvisioner [main] 	 CallId: 9063046113  Duration: 6.8 minutes

 	 2020-09-04 00:02:29,827 	 INFO 	 JobsProvisioner [main] 	 CallId: 4389416307  Duration: 6.2 minutes

 	 2020-09-04 00:02:29,827 	 INFO 	 JobsProvisioner [main] 	 CallId: 6918034137  Duration: 6.3 minutes

 	 2020-09-04 00:02:29,827 	 INFO 	 JobsProvisioner [main] 	 CallId: 703796431  Duration: 7.5 minutes

 	 2020-09-04 00:02:29,827 	 INFO 	 JobsProvisioner [main] 	 CallId: 9003046173  Duration: 15.3 minutes

 	 2020-09-04 00:02:29,828 	 INFO 	 JobsProvisioner [main] 	 CallId: 4369716306  Duration: 9.0 minutes

 	 2020-09-04 00:02:29,828 	 INFO 	 JobsProvisioner [main] 	 CallId: 4490168330  Duration: 8.8 minutes

 	 2020-09-04 00:03:24,649 	 INFO 	 JobsProvisioner [main] 	 CallId: 3038612409  Duration: 7.0 minutes

 	 2020-09-04 00:03:24,649 	 INFO 	 JobsProvisioner [main] 	 CallId: 9003046173  Duration: 15.3 minutes

 	 2020-09-04 00:03:24,649 	 INFO 	 JobsProvisioner [main] 	 CallId: 703796431  Duration: 7.5 minutes

 	 2020-09-04 00:03:24,650 	 INFO 	 JobsProvisioner [main] 	 CallId: 4389416307  Duration: 6.2 minutes

 	 2020-09-04 00:03:24,650 	 INFO 	 JobsProvisioner [main] 	 CallId: 4613922080  Duration: 7.0 minutes

 	 2020-09-04 00:03:24,650 	 INFO 	 JobsProvisioner [main] 	 CallId: 249011536  Duration: 6.3 minutes

 	 2020-09-04 00:03:24,650 	 INFO 	 JobsProvisioner [main] 	 CallId: 103696438  Duration: 23.1 minutes

 	 2020-09-04 00:03:24,650 	 INFO 	 JobsProvisioner [main] 	 CallId: 9954032016  Duration: 8.9 minutes

 	 2020-09-04 00:03:24,650 	 INFO 	 JobsProvisioner [main] 	 CallId: 9113046153  Duration: 8.8 minutes

 	 2020-09-04 00:03:24,650 	 INFO 	 JobsProvisioner [main] 	 CallId: 183596431  Duration: 6.5 minutes

 	 2020-09-04 00:03:24,651 	 INFO 	 JobsProvisioner [main] 	 CallId: 8136900734  Duration: 6.4 minutes

 	 2020-09-04 00:03:24,651 	 INFO 	 JobsProvisioner [main] 	 CallId: 3230618409  Duration: 7.7 minutes

 	 2020-09-04 00:03:24,651 	 INFO 	 JobsProvisioner [main] 	 CallId: 9464180335  Duration: 6.1 minutes

 	 2020-09-04 00:03:24,651 	 INFO 	 JobsProvisioner [main] 	 CallId: 4490168330  Duration: 8.8 minutes

 	 2020-09-04 00:03:24,651 	 INFO 	 JobsProvisioner [main] 	 CallId: 6964133016  Duration: 8.1 minutes

 	 2020-09-04 00:03:24,651 	 INFO 	 JobsProvisioner [main] 	 CallId: 2041993864  Duration: 7.7 minutes

 	 2020-09-04 00:03:24,651 	 INFO 	 JobsProvisioner [main] 	 CallId: 3430616409  Duration: 6.4 minutes

 	 2020-09-04 00:03:24,651 	 INFO 	 JobsProvisioner [main] 	 CallId: 263696431  Duration: 7.2 minutes

 	 2020-09-04 00:03:24,651 	 INFO 	 JobsProvisioner [main] 	 CallId: 3396461507  Duration: 8.5 minutes

 	 2020-09-04 00:03:24,652 	 INFO 	 JobsProvisioner [main] 	 CallId: 2934833016  Duration: 7.6 minutes

 	 2020-09-04 00:23:22,668 	 INFO 	 JobsProvisioner [main] 	 CallId: 5497162310  Duration: 5.2 minutes

 	 2020-09-04 00:26:01,453 	 INFO 	 JobsProvisioner [main] 	 CallId: 3430616409  Duration: 6.4 minutes

 	 2020-09-04 00:26:01,463 	 INFO 	 JobsProvisioner [main] 	 CallId: 4613903054  Duration: 7.5 minutes

 	 2020-09-04 00:34:17,373 	 INFO 	 JobsProvisioner [main] 	 CallId: 6949493730  Duration: 2.9 minutes

 	 2020-09-04 00:34:17,377 	 INFO 	 JobsProvisioner [main] 	 CallId: 8136908114  Duration: 4.5 minutes

 	 2020-09-04 00:34:17,377 	 INFO 	 JobsProvisioner [main] 	 CallId: 4111149630  Duration: 3.0 minutes

 	 2020-09-04 00:34:17,378 	 INFO 	 JobsProvisioner [main] 	 CallId: 4909873926  Duration: 9.0 minutes

 	 2020-09-04 00:34:17,378 	 INFO 	 JobsProvisioner [main] 	 CallId: 6917014437  Duration: 6.7 minutes

 	 2020-09-04 00:46:01,306 	 INFO 	 JobsProvisioner [main] 	 CallId: 4613921081  Duration: 3.2 minutes

 	 2020-09-04 00:46:01,310 	 INFO 	 JobsProvisioner [main] 	 CallId: 8136908114  Duration: 4.5 minutes

 	 2020-09-04 00:46:01,310 	 INFO 	 JobsProvisioner [main] 	 CallId: 4136909234  Duration: 7.3 minutes

 	 2020-09-04 00:46:01,310 	 INFO 	 JobsProvisioner [main] 	 CallId: 4613901029  Duration: 2.0 minutes

 	 2020-09-04 00:46:01,311 	 INFO 	 JobsProvisioner [main] 	 CallId: 4399916301  Duration: 5.9 minutes

 	 2020-09-08 14:15:16,890 	 DEBUG 	 App [main] 	 ----------------------------------------------Starting Qawjs............................................

 	 2020-09-08 14:15:16,956 	 DEBUG 	 App [main] 	 Instantiating web driver..............................................

 	 2020-09-08 14:15:17,678 	 DEBUG 	 InternalLoggerFactory [main] 	 Using Log4J2 as the default logging framework
 	 2020-09-08 14:15:17,683 	 DEBUG 	 ResourceLeakDetector [main] 	 -Dio.netty.leakDetection.level: simple
 	 2020-09-08 14:15:17,683 	 DEBUG 	 ResourceLeakDetector [main] 	 -Dio.netty.leakDetection.targetRecords: 4
 	 2020-09-08 14:15:17,690 	 DEBUG 	 ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory [main] 	 Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@4b45a2f5
 	 2020-09-08 14:15:17,713 	 DEBUG 	 PlatformDependent0 [main] 	 -Dio.netty.noUnsafe: false
 	 2020-09-08 14:15:17,713 	 DEBUG 	 PlatformDependent0 [main] 	 Java version: 8
 	 2020-09-08 14:15:17,715 	 DEBUG 	 PlatformDependent0 [main] 	 sun.misc.Unsafe.theUnsafe: available
 	 2020-09-08 14:15:17,716 	 DEBUG 	 PlatformDependent0 [main] 	 sun.misc.Unsafe.copyMemory: available
 	 2020-09-08 14:15:17,717 	 DEBUG 	 PlatformDependent0 [main] 	 java.nio.Buffer.address: available
 	 2020-09-08 14:15:17,718 	 DEBUG 	 PlatformDependent0 [main] 	 direct buffer constructor: available
 	 2020-09-08 14:15:17,719 	 DEBUG 	 PlatformDependent0 [main] 	 java.nio.Bits.unaligned: available, true
 	 2020-09-08 14:15:17,719 	 DEBUG 	 PlatformDependent0 [main] 	 jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable prior to Java9
 	 2020-09-08 14:15:17,719 	 DEBUG 	 PlatformDependent0 [main] 	 java.nio.DirectByteBuffer.<init>(long, int): available
 	 2020-09-08 14:15:17,719 	 DEBUG 	 PlatformDependent [main] 	 sun.misc.Unsafe: available
 	 2020-09-08 14:15:17,720 	 DEBUG 	 PlatformDependent [main] 	 -Dio.netty.tmpdir: /tmp (java.io.tmpdir)
 	 2020-09-08 14:15:17,720 	 DEBUG 	 PlatformDependent [main] 	 -Dio.netty.bitMode: 64 (sun.arch.data.model)
 	 2020-09-08 14:15:17,722 	 DEBUG 	 PlatformDependent [main] 	 -Dio.netty.maxDirectMemory: 1832910848 bytes
 	 2020-09-08 14:15:17,722 	 DEBUG 	 PlatformDependent [main] 	 -Dio.netty.uninitializedArrayAllocationThreshold: -1
 	 2020-09-08 14:15:17,723 	 DEBUG 	 CleanerJava6 [main] 	 java.nio.ByteBuffer.cleaner(): available
 	 2020-09-08 14:15:17,724 	 DEBUG 	 PlatformDependent [main] 	 -Dio.netty.noPreferDirect: false
 	 2020-09-08 14:15:17,736 	 DEBUG 	 PlatformDependent$Mpsc [main] 	 org.jctools-core.MpscChunkedArrayQueue: available
 	 2020-09-08 14:15:17,790 	 DEBUG 	 JdkSslContext [main] 	 Default protocols (JDK): [TLSv1.2, TLSv1.1, TLSv1] 
 	 2020-09-08 14:15:17,790 	 DEBUG 	 JdkSslContext [main] 	 Default cipher suites (JDK): [TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA, TLS_RSA_WITH_AES_128_GCM_SHA256, TLS_RSA_WITH_AES_128_CBC_SHA, TLS_RSA_WITH_AES_256_CBC_SHA]
 	 2020-09-08 14:15:17,810 	 DEBUG 	 InternalThreadLocalMap [main] 	 -Dio.netty.threadLocalMap.stringBuilder.initialSize: 1024
 	 2020-09-08 14:15:17,810 	 DEBUG 	 InternalThreadLocalMap [main] 	 -Dio.netty.threadLocalMap.stringBuilder.maxSize: 4096
 	 2020-09-08 14:15:17,818 	 DEBUG 	 MultithreadEventLoopGroup [main] 	 -Dio.netty.eventLoopThreads: 8
 	 2020-09-08 14:15:17,828 	 DEBUG 	 NioEventLoop [main] 	 -Dio.netty.noKeySetOptimization: false
 	 2020-09-08 14:15:17,828 	 DEBUG 	 NioEventLoop [main] 	 -Dio.netty.selectorAutoRebuildThreshold: 512
 	 2020-09-08 14:15:17,917 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.numHeapArenas: 8
 	 2020-09-08 14:15:17,918 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.numDirectArenas: 8
 	 2020-09-08 14:15:17,918 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.pageSize: 8192
 	 2020-09-08 14:15:17,918 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.maxOrder: 11
 	 2020-09-08 14:15:17,919 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.chunkSize: 16777216
 	 2020-09-08 14:15:17,919 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.tinyCacheSize: 512
 	 2020-09-08 14:15:17,920 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.smallCacheSize: 256
 	 2020-09-08 14:15:17,920 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.normalCacheSize: 64
 	 2020-09-08 14:15:17,920 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.maxCachedBufferCapacity: 32768
 	 2020-09-08 14:15:17,922 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.cacheTrimInterval: 8192
 	 2020-09-08 14:15:17,922 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.cacheTrimIntervalMillis: 0
 	 2020-09-08 14:15:17,922 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.useCacheForAllThreads: true
 	 2020-09-08 14:15:17,923 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.maxCachedByteBuffersPerChunk: 1023
 	 2020-09-08 14:15:17,932 	 DEBUG 	 ByteBufUtil [main] 	 -Dio.netty.allocator.type: pooled
 	 2020-09-08 14:15:17,932 	 DEBUG 	 ByteBufUtil [main] 	 -Dio.netty.threadLocalDirectBufferSize: 0
 	 2020-09-08 14:15:17,934 	 DEBUG 	 ByteBufUtil [main] 	 -Dio.netty.maxThreadLocalCharBufferSize: 16384
 	 2020-09-08 14:15:18,397 	 DEBUG 	 DefaultChannelId [Forwarding newSession on session null to remote] 	 -Dio.netty.processId: 22363 (auto-detected)
 	 2020-09-08 14:15:18,400 	 DEBUG 	 NetUtil [Forwarding newSession on session null to remote] 	 -Djava.net.preferIPv4Stack: false
 	 2020-09-08 14:15:18,400 	 DEBUG 	 NetUtil [Forwarding newSession on session null to remote] 	 -Djava.net.preferIPv6Addresses: false
 	 2020-09-08 14:15:18,401 	 DEBUG 	 NetUtil [Forwarding newSession on session null to remote] 	 Loopback interface: lo (lo, 0:0:0:0:0:0:0:1%lo)
 	 2020-09-08 14:15:18,402 	 DEBUG 	 NetUtil$1 [Forwarding newSession on session null to remote] 	 /proc/sys/net/core/somaxconn: 128
 	 2020-09-08 14:15:18,403 	 DEBUG 	 DefaultChannelId [Forwarding newSession on session null to remote] 	 -Dio.netty.machineId: 74:40:bb:ff:fe:a6:21:63 (auto-detected)
 	 2020-09-08 14:15:18,454 	 DEBUG 	 AbstractByteBuf [AsyncHttpClient-3-1] 	 -Dio.netty.buffer.checkAccessible: true
 	 2020-09-08 14:15:18,455 	 DEBUG 	 AbstractByteBuf [AsyncHttpClient-3-1] 	 -Dio.netty.buffer.checkBounds: true
 	 2020-09-08 14:15:18,455 	 DEBUG 	 ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory [AsyncHttpClient-3-1] 	 Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@508630ec
 	 2020-09-08 14:15:18,478 	 DEBUG 	 Recycler [AsyncHttpClient-3-1] 	 -Dio.netty.recycler.maxCapacityPerThread: 4096
 	 2020-09-08 14:15:18,478 	 DEBUG 	 Recycler [AsyncHttpClient-3-1] 	 -Dio.netty.recycler.maxSharedCapacityFactor: 2
 	 2020-09-08 14:15:18,478 	 DEBUG 	 Recycler [AsyncHttpClient-3-1] 	 -Dio.netty.recycler.linkCapacity: 16
 	 2020-09-08 14:15:18,478 	 DEBUG 	 Recycler [AsyncHttpClient-3-1] 	 -Dio.netty.recycler.ratio: 8
 	 2020-09-08 14:15:19,359 	 DEBUG 	 ThreadLocalRandom [main] 	 -Dio.netty.initialSeedUniquifier: 0xfc3a8e48c525bf91
 	 2020-09-08 14:15:19,382 	 DEBUG 	 App [main] 	 Injecting session cookies...............................................................

 	 2020-09-08 14:15:30,271 	 DEBUG 	 App [main] 	 Monitoring job site homepage for jobs.....................................
 	 2020-09-08 21:21:10,716 	 DEBUG 	 App [main] 	 ----------------------------------------------Starting Qawjs............................................

 	 2020-09-08 21:21:10,746 	 DEBUG 	 App [main] 	 Instantiating web driver..............................................

 	 2020-09-08 21:21:12,776 	 DEBUG 	 InternalLoggerFactory [main] 	 Using Log4J2 as the default logging framework
 	 2020-09-08 21:21:12,826 	 DEBUG 	 ResourceLeakDetector [main] 	 -Dio.netty.leakDetection.level: simple
 	 2020-09-08 21:21:12,826 	 DEBUG 	 ResourceLeakDetector [main] 	 -Dio.netty.leakDetection.targetRecords: 4
 	 2020-09-08 21:21:12,840 	 DEBUG 	 ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory [main] 	 Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@229c6181
 	 2020-09-08 21:21:12,884 	 DEBUG 	 PlatformDependent0 [main] 	 -Dio.netty.noUnsafe: false
 	 2020-09-08 21:21:12,885 	 DEBUG 	 PlatformDependent0 [main] 	 Java version: 8
 	 2020-09-08 21:21:12,888 	 DEBUG 	 PlatformDependent0 [main] 	 sun.misc.Unsafe.theUnsafe: available
 	 2020-09-08 21:21:12,890 	 DEBUG 	 PlatformDependent0 [main] 	 sun.misc.Unsafe.copyMemory: available
 	 2020-09-08 21:21:12,891 	 DEBUG 	 PlatformDependent0 [main] 	 java.nio.Buffer.address: available
 	 2020-09-08 21:21:12,893 	 DEBUG 	 PlatformDependent0 [main] 	 direct buffer constructor: available
 	 2020-09-08 21:21:12,895 	 DEBUG 	 PlatformDependent0 [main] 	 java.nio.Bits.unaligned: available, true
 	 2020-09-08 21:21:12,896 	 DEBUG 	 PlatformDependent0 [main] 	 jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable prior to Java9
 	 2020-09-08 21:21:12,896 	 DEBUG 	 PlatformDependent0 [main] 	 java.nio.DirectByteBuffer.<init>(long, int): available
 	 2020-09-08 21:21:12,897 	 DEBUG 	 PlatformDependent [main] 	 sun.misc.Unsafe: available
 	 2020-09-08 21:21:12,899 	 DEBUG 	 PlatformDependent [main] 	 -Dio.netty.tmpdir: /tmp (java.io.tmpdir)
 	 2020-09-08 21:21:12,899 	 DEBUG 	 PlatformDependent [main] 	 -Dio.netty.bitMode: 64 (sun.arch.data.model)
 	 2020-09-08 21:21:12,901 	 DEBUG 	 PlatformDependent [main] 	 -Dio.netty.maxDirectMemory: 1832910848 bytes
 	 2020-09-08 21:21:12,902 	 DEBUG 	 PlatformDependent [main] 	 -Dio.netty.uninitializedArrayAllocationThreshold: -1
 	 2020-09-08 21:21:12,905 	 DEBUG 	 CleanerJava6 [main] 	 java.nio.ByteBuffer.cleaner(): available
 	 2020-09-08 21:21:12,906 	 DEBUG 	 PlatformDependent [main] 	 -Dio.netty.noPreferDirect: false
 	 2020-09-08 21:21:12,925 	 DEBUG 	 PlatformDependent$Mpsc [main] 	 org.jctools-core.MpscChunkedArrayQueue: available
 	 2020-09-08 21:21:13,060 	 DEBUG 	 JdkSslContext [main] 	 Default protocols (JDK): [TLSv1.2, TLSv1.1, TLSv1] 
 	 2020-09-08 21:21:13,061 	 DEBUG 	 JdkSslContext [main] 	 Default cipher suites (JDK): [TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA, TLS_RSA_WITH_AES_128_GCM_SHA256, TLS_RSA_WITH_AES_128_CBC_SHA, TLS_RSA_WITH_AES_256_CBC_SHA]
 	 2020-09-08 21:21:13,096 	 DEBUG 	 InternalThreadLocalMap [main] 	 -Dio.netty.threadLocalMap.stringBuilder.initialSize: 1024
 	 2020-09-08 21:21:13,097 	 DEBUG 	 InternalThreadLocalMap [main] 	 -Dio.netty.threadLocalMap.stringBuilder.maxSize: 4096
 	 2020-09-08 21:21:13,109 	 DEBUG 	 MultithreadEventLoopGroup [main] 	 -Dio.netty.eventLoopThreads: 8
 	 2020-09-08 21:21:13,120 	 DEBUG 	 NioEventLoop [main] 	 -Dio.netty.noKeySetOptimization: false
 	 2020-09-08 21:21:13,121 	 DEBUG 	 NioEventLoop [main] 	 -Dio.netty.selectorAutoRebuildThreshold: 512
 	 2020-09-08 21:21:13,230 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.numHeapArenas: 8
 	 2020-09-08 21:21:13,231 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.numDirectArenas: 8
 	 2020-09-08 21:21:13,231 	 DEBUG 	 PooledByteBufAllocator [main] 	 -Dio.netty.allocator.pageSize: 8192
